image_path,specialty,dataset_source,split
med_routing_data/images/radiology_0601.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0602.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0603.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0604.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0605.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0606.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0607.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0608.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0609.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0610.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0611.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0612.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0613.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0614.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0615.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0616.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0617.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0618.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0619.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0620.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0621.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0622.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0623.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0624.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0625.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0626.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0627.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0628.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0629.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0630.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0631.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0632.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0633.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0634.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0635.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0636.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0637.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0638.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0639.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0640.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0641.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0642.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0643.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0644.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0645.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0646.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0647.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0648.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0649.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0650.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0651.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0652.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0653.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0654.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0655.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0656.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0657.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0658.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0659.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0660.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0661.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0662.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0663.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0664.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0665.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0666.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0667.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0668.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0669.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0670.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0671.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0672.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0673.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0674.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0675.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0676.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0677.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0678.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0679.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0680.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0681.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0682.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0683.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0684.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0685.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0686.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0687.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0688.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0689.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0690.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0691.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0692.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0693.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0694.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0695.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0696.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0697.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0698.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0699.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0700.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0701.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0702.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0703.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0704.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0705.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0706.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0707.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0708.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0709.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0710.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0711.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0712.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0713.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0714.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0715.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0716.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0717.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0718.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0719.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0720.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0721.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0722.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0723.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0724.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0725.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0726.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0727.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0728.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0729.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0730.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0731.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0732.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0733.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0734.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0735.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0736.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0737.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0738.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0739.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0740.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0741.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0742.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0743.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0744.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0745.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0746.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0747.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0748.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0749.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0750.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0751.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0752.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0753.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0754.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0755.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0756.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0757.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0758.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0759.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0760.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0761.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0762.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0763.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0764.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0765.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0766.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0767.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0768.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0769.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0770.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0771.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0772.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0773.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0774.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0775.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0776.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0777.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0778.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0779.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0780.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0781.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0782.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0783.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0784.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0785.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0786.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0787.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0788.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0789.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0790.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0791.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0792.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0793.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0794.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0795.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0796.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0797.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0798.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0799.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0800.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0801.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0802.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0803.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0804.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0805.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0806.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0807.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0808.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0809.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0810.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0811.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0812.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0813.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0814.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0815.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0816.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0817.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0818.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0819.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0820.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0821.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0822.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0823.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0824.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0825.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0826.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0827.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0828.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0829.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0830.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0831.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0832.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0833.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0834.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0835.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0836.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0837.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0838.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0839.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0840.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0841.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0842.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0843.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0844.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0845.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0846.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0847.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0848.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0849.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0850.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0851.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0852.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0853.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0854.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0855.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0856.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0857.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0858.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0859.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0860.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0861.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0862.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0863.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0864.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0865.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0866.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0867.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0868.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0869.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0870.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0871.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0872.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0873.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0874.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0875.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0876.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0877.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0878.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0879.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0880.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0881.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0882.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0883.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0884.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0885.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0886.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0887.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0888.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0889.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0890.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0891.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0892.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0893.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0894.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0895.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0896.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0897.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0898.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0899.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0900.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0901.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0902.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0903.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0904.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0905.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0906.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0907.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0908.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0909.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0910.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0911.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0912.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0913.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0914.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0915.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0916.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0917.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0918.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0919.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0920.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0921.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0922.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0923.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0924.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0925.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0926.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0927.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0928.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0929.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0930.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0931.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0932.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0933.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0934.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0935.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0936.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0937.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0938.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0939.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0940.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0941.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0942.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0943.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0944.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0945.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0946.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0947.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0948.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0949.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0950.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0951.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0952.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0953.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0954.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0955.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0956.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0957.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0958.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0959.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0960.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0961.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0962.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0963.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0964.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0965.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0966.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0967.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0968.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0969.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0970.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0971.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0972.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0973.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0974.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0975.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0976.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0977.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0978.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0979.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0980.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0981.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0982.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0983.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0984.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0985.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0986.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0987.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0988.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0989.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_0990.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0991.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0992.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0993.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0994.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0995.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0996.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0997.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0998.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_0999.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_1000.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_1001.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_1002.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_1003.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_1004.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_1005.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_1006.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_1007.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_1008.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_1009.jpg,radiology,VQA-RAD,train
med_routing_data/images/radiology_1010.jpg,radiology,VQA-RAD,test
med_routing_data/images/radiology_1011.jpg,radiology,VQA-RAD,train
